Source;Target;Combined;Inserts;Deletes
erfare;erfares;erfareINS(s);INS(s);
lydpotte;lydpotterne;lydpottINS(ern)e;INS(ern);
translitteration;translitterationer;translitterationINS(er);INS(er);
kænguru;kænguruers;kænguruINS(ers);INS(ers);
bombardement;bombardement;bombardement;;
nyttevirkning;nyttevirkninger;nyttevirkningINS(er);INS(er);
lommetyv;lommetyve;lommetyvINS(e);INS(e);
japaner;japanere;japanerINS(e);INS(e);
natur;naturen;naturINS(en);INS(en);
pronomen;pronomenerne;pronomenINS(erne);INS(erne);
immigration;immigrationers;immigrationINS(ers);INS(ers);
termostat;termostater;termostatINS(er);INS(er);
rombe;romber;rombeINS(r);INS(r);
kælling;kællings;kællingINS(s);INS(s);
isbjørn;isbjørnene;isbjørnINS(ene);INS(ene);
spånplade;spånpladerne;spånpladINS(ern)e;INS(ern);
højdespring;højdesprings;højdespringINS(s);INS(s);
tese;teserne;tesINS(ern)e;INS(ern);
stigma;stigma;stigma;;
tatovere;tatoverende;tatoverINS(en)INS(d)e;INS(en),INS(d);
fasan;fasaner;fasanINS(er);INS(er);
walkie-talkie;walkie-talkie;walkie-talkie;;
telefon;telefoners;telefonINS(ers);INS(ers);
pokal;pokalerne;pokalINS(erne);INS(erne);
revy;revyer;revyINS(er);INS(er);
sløjfe;sløjfes;sløjfeINS(s);INS(s);
pinjekerne;pinjekernerne;pinjekINS(ern)erne;INS(ern);
spidsmus;spidsmusene;spidsmusINS(ene);INS(ene);
fertilitetskvotient;fertilitetskvotienter;fertilitetskvotientINS(er);INS(er);
vable;vablers;vableINS(rs);INS(rs);
smed;smeden;smedINS(en);INS(en);
skede;skeders;skedeINS(rs);INS(rs);
kurere;kureres;kurereINS(s);INS(s);
dekret;dekreters;dekretINS(ers);INS(ers);
sojaolie;sojaolierne;sojaoliINS(ern)e;INS(ern);
desavouere;desavoueres;desavouereINS(s);INS(s);
ært;ærterne;ærtINS(erne);INS(erne);
natklub;natklubbers;natklubINS(b)INS(e)INS(r)INS(s);INS(b),INS(e),INS(r),INS(s);
myriade;myriaden;myriadeINS(n);INS(n);
diagnose;diagnoserne;diagnosINS(ern)e;INS(ern);
højdespringer;højdespringers;højdespringerINS(s);INS(s);
avokado;avokadoen;avokadoINS(en);INS(en);
database;database;database;;
hviderusser;hviderussers;hviderusserINS(s);INS(s);
entre;entre;entre;;
kalkulere;kalkulerer;kalkulereINS(r);INS(r);
fordampningsvarme;fordampningsvarmerne;fordampningsvarmINS(ern)e;INS(ern);
forhøjelse;forhøjelser;forhøjelseINS(r);INS(r);
mole;moles;moleINS(s);INS(s);
insektæder;insektæderene;insektæderINS(ene);INS(ene);
filet;fileterne;filetINS(erne);INS(erne);
mester;mestrene;mestINS(r)INS(en)eDEL(r);INS(r),INS(en);DEL(r)
agerhøne;agerhønsene;agerhøINS(n)INS(s)INS(e)ne;INS(n),INS(s),INS(e);
pyton;pytoner;pytonINS(er);INS(er);
laste;lastede;lastINS(e)INS(d)e;INS(e),INS(d);
udgang;udgangen;udgangINS(en);INS(en);
svensker;svenskeren;svenskerINS(en);INS(en);
trillebør;trillebørs;trillebørINS(s);INS(s);
karotin;karotiner;karotinINS(er);INS(er);
lærerinde;lærerinde;lærerinde;;
orgie;orgies;orgieINS(s);INS(s);
nisse;nissen;nisseINS(n);INS(n);
massør;massørs;massørINS(s);INS(s);
dodekaeder;dodekaedres;dodekaedDEL(e)rINS(es);INS(es);DEL(e)
fæstning;fæstninger;fæstningINS(er);INS(er);
barre;barrer;barreINS(r);INS(r);
nødudgang;nødudganges;nødudgangINS(es);INS(es);
ejendom;ejendoms;ejendomINS(s);INS(s);
udvikler;udvikler;udvikler;;
samarbejde;samarbejdet;samarbejdeINS(t);INS(t);
indkomst;indkomst;indkomst;;
gerningssted;gerningsstederne;gerningsstedINS(erne);INS(erne);
ragout;ragouts;ragoutINS(s);INS(s);
bånd;bånd;bånd;;
artikel;artikels;artikelINS(s);INS(s);
nederdel;nederdels;nederdelINS(s);INS(s);
palmesøndag;palmesøndage;palmesøndagINS(e);INS(e);
geometri;geometrierne;geometriINS(erne);INS(erne);
voldtægt;voldtægters;voldtægtINS(ers);INS(ers);
brugerdiskussion;brugerdiskussionen;brugerdiskussioINS(n)INS(e)n;INS(n),INS(e);
harmonika;harmonika;harmonika;;
videospilkarakter;videospilkarakter;videospilkarakter;;
fuchsia;fuchsiaers;fuchsiaINS(ers);INS(ers);
ejer;ejeren;ejerINS(en);INS(en);
madras;madras';madrasINS(');INS(');
barnevogn;barnevogn;barnevogn;;
hane;haners;haneINS(rs);INS(rs);
tilbud;tilbud;tilbud;;
participium;participier;participiDEL(u)DEL(m)INS(er);INS(er);DEL(u),DEL(m)
motorkøretøj;motorkøretøjer;motorkøretøjINS(er);INS(er);
sorteringsmaskine;sorteringsmaskiner;sorteringsmaskineINS(r);INS(r);
argumentere;argumenteret;argumentereINS(t);INS(t);
paradoks;paradoksers;paradokINS(s)INS(er)s;INS(s),INS(er);
aktieselskab;aktieselskabers;aktieselskabINS(ers);INS(ers);
akillessene;akillessener;akillesseneINS(r);INS(r);
spiserør;spiserørene;spiserørINS(ene);INS(ene);
oase;oasers;oaseINS(rs);INS(rs);
oplysning;oplysning;oplysning;;
entrecote;entrecotes;entrecoteINS(s);INS(s);
ordbog;ordbogs;ordbogINS(s);INS(s);
stad;stæderne;stDEL(a)INS(æ)dINS(erne);INS(æ),INS(erne);DEL(a)
kalejdoskop;kalejdoskoperne;kalejdoskopINS(erne);INS(erne);
kage;kagers;kageINS(rs);INS(rs);
hik;hiks;hikINS(s);INS(s);
nexøbo;nexøboers;nexøboINS(ers);INS(ers);
væge;væger;vægeINS(r);INS(r);
pegefinger;pegefingeren;pegefingerINS(en);INS(en);
hørfrø;hørfrøet;hørfrøINS(et);INS(et);
danskvand;danskvanderne;danskvandINS(erne);INS(erne);
puslespil;puslespil;puslespil;;
frygte;frygtede;frygtINS(e)INS(d)e;INS(e),INS(d);
morder;morder;morder;;
emblem;emblems;emblemINS(s);INS(s);
ultralyd;ultralyde;ultralydINS(e);INS(e);
safir;safirer;safiINS(r)INS(e)r;INS(r),INS(e);
egennavn;egennavn;egennavn;;
lærer;lærer;lærer;;
babyboom;babyboomet;babyboomINS(et);INS(et);
forklare;forklar;forklarDEL(e);;DEL(e)
dige;digerne;digINS(ern)e;INS(ern);
pesticid;pesticid;pesticid;;
jubilæum;jubilæers;jubilæDEL(u)DEL(m)INS(ers);INS(ers);DEL(u),DEL(m)
lunde;lunder;lundeINS(r);INS(r);
affaldsstof;affaldsstofferne;affaldsstofINS(f)INS(e)INS(r)INS(n)INS(e);INS(f),INS(e),INS(r),INS(n),INS(e);
rosé;roséer;roséINS(er);INS(er);
grimasse;grimasser;grimasseINS(r);INS(r);
mellemkrigstid;mellemkrigstider;mellemkrigstidINS(er);INS(er);
balkon;balkonerne;balkonINS(erne);INS(erne);
tragt;tragt;tragt;;
kardinalitet;kardinaliteterne;kardinalitetINS(erne);INS(erne);
lort;lorts;lortINS(s);INS(s);
vejrhane;vejrhaner;vejrhaneINS(r);INS(r);
bon;bonen;boINS(n)INS(e)n;INS(n),INS(e);
næs;næs';næsINS(');INS(');
hingst;hingst;hingst;;
solsikke;solsikkers;solsikkeINS(rs);INS(rs);
telefon;telefonerne;telefonINS(erne);INS(erne);
affaldscontainer;affaldscontaineren;affaldscontainerINS(en);INS(en);
nære;nær;nærDEL(e);;DEL(e)
hammer;hammers;hammerINS(s);INS(s);
kommunist;kommunister;kommunistINS(er);INS(er);
feber;febrene;febINS(r)INS(en)eDEL(r);INS(r),INS(en);DEL(r)
sæbe;sæben;sæbeINS(n);INS(n);
emir;emirs;emirINS(s);INS(s);
indadvendthed;indadvendtheden;indadvendthedINS(en);INS(en);
solvind;solvinds;solvindINS(s);INS(s);
bold;bolde;boldINS(e);INS(e);
topolog;topologen;topologINS(en);INS(en);
e-mail-adresse;e-mail-adressers;e-mail-adresseINS(rs);INS(rs);
hjælm;hjælme;hjælmINS(e);INS(e);
riste;ristes;risteINS(s);INS(s);
nytårsaften;nytårsaften;nytårsaften;;
cigaretrør;cigaretrørs;cigaretrørINS(s);INS(s);
ornitologi;ornitologiers;ornitologiINS(ers);INS(ers);
ambolt;ambolte;amboltINS(e);INS(e);
grundlov;grundloven;grundlovINS(en);INS(en);
filet;fileters;filetINS(ers);INS(ers);
fængsle;fængsledes;fængsleINS(d)INS(es);INS(d),INS(es);
tv-program;tv-programmers;tv-programINS(m)INS(ers);INS(m),INS(ers);
bølgelængde;bølgelængdes;bølgelængdeINS(s);INS(s);
elefant;elefanter;elefantINS(er);INS(er);
pilot;piloter;pilotINS(er);INS(er);
frakke;frakken;frakkeINS(n);INS(n);
tarm;tarms;tarmINS(s);INS(s);
løjtnant;løjtnanterne;løjtnantINS(erne);INS(erne);
ulk;ulkene;ulkINS(ene);INS(ene);
røgelse;røgelser;røgelseINS(r);INS(r);
pip;pip;pip;;
pomfrit;pomfrits;pomfritINS(s);INS(s);
distance;distancer;distanceINS(r);INS(r);
gren;grens;grenINS(s);INS(s);
høst;høst;høst;;
translitteration;translitterationerne;translitterationINS(erne);INS(erne);
tusinde;tusinder;tusindeINS(r);INS(r);
flygel;flygelet;flygelINS(et);INS(et);
antistof;antistofs;antistofINS(s);INS(s);
menage;menagerne;menagINS(ern)e;INS(ern);
symbol;symbolet;symbolINS(et);INS(et);
skøjte;skøjte;skøjte;;
gennemsnit;gennemsnits;gennemsnitINS(s);INS(s);
mønster;mønsters;mønsterINS(s);INS(s);
lændeklæde;lændeklædes;lændeklædeINS(s);INS(s);
aktivist;aktivists;aktivistINS(s);INS(s);
arving;arvingerne;arvingINS(erne);INS(erne);
svanesang;svanesangs;svanesangINS(s);INS(s);
bønne;bønnes;bønneINS(s);INS(s);
chokoladekage;chokoladekagerne;chokoladekagINS(ern)e;INS(ern);
overmængde;overmængde;overmængde;;
spædbarn;spædbørnene;spædbDEL(a)INS(ø)rnINS(ene);INS(ø),INS(ene);DEL(a)
erfare;erfarer;erfareINS(r);INS(r);
nidstirre;nidstirret;nidstirreINS(t);INS(t);
fæ;fæ;fæ;;
hammer;hammereshamres;hammerINS(e)INS(s)INS(h)INS(a)INS(m)INS(r)INS(e)INS(s);INS(e),INS(s),INS(h),INS(a),INS(m),INS(r),INS(e),INS(s);
jubilæum;jubilæum;jubilæum;;
hovedpulsåre;hovedpulsåren;hovedpulsåreINS(n);INS(n);
bivuak;bivuakkerne;bivuakINS(k)INS(e)INS(r)INS(n)INS(e);INS(k),INS(e),INS(r),INS(n),INS(e);
burgerbar;burgerbarers;burgerbarINS(ers);INS(ers);
krebs;krebsen;krebsINS(en);INS(en);
uheld;uheldet;uheldINS(et);INS(et);
babyloner;babyloner;babyloner;;
konjunktion;konjunktionen;konjunktioINS(n)INS(e)n;INS(n),INS(e);
intervention;interventions;interventionINS(s);INS(s);
chaiselong;chaiselongers;chaiselongINS(ers);INS(ers);
tatovere;tatoverer;tatovereINS(r);INS(r);
tryne;tryne;tryne;;
kaution;kautionen;kautioINS(n)INS(e)n;INS(n),INS(e);
brøk;brøken;brøkINS(en);INS(en);
bæk;bækken;bækINS(k)INS(e)INS(n);INS(k),INS(e),INS(n);
bål;båls;bålINS(s);INS(s);
pæderast;pæderaster;pæderastINS(er);INS(er);
komikerduo;komikerduoer;komikerduoINS(er);INS(er);
befolkning;befolkninger;befolkningINS(er);INS(er);
akvarel;akvarellen;akvarelINS(l)INS(en);INS(l),INS(en);
bogklub;bogklubs;bogklubINS(s);INS(s);
elskerinde;elskerinders;elskerindeINS(rs);INS(rs);
svigte;svigtedes;svigteINS(d)INS(es);INS(d),INS(es);
trone;troners;troneINS(rs);INS(rs);
erektion;erektionen;erektioINS(n)INS(e)n;INS(n),INS(e);
fordanskning;fordanskningerne;fordanskningINS(erne);INS(erne);
palindrom;palindromet;palindromINS(et);INS(et);
forårsrulle;forårsrulle;forårsrulle;;
tyskertøs;tyskertøs';tyskertøsINS(');INS(');
måneformørkelse;måneformørkelserne;måneformørkelsINS(ern)e;INS(ern);
katakombe;katakombe;katakombe;;
gudbarn;gudbarn;gudbarn;;
lab;lab;lab;;
elske;elsker;elskeINS(r);INS(r);
laks;laksen;laksINS(en);INS(en);
fiske;fiske;fiske;;
kobber;kobberes;kobberINS(es);INS(es);
bugspytkirtel;bugspytkirtel;bugspytkirtel;;
pigtråd;pigtråd;pigtråd;;
seraf;serafs;serafINS(s);INS(s);
engel;engels;engelINS(s);INS(s);
spektakel;spektaklerne;spektakINS(l)INS(ern)eDEL(l);INS(l),INS(ern);DEL(l)
skomager;skomagere;skomagerINS(e);INS(e);
kandisere;kandiser;kandiserDEL(e);;DEL(e)
skalerbarhed;skalerbarheder;skalerbarhedINS(er);INS(er);
mannequin;mannequinen;mannequiINS(n)INS(e)n;INS(n),INS(e);
hyæne;hyænen;hyæneINS(n);INS(n);
inspicere;inspicerer;inspicereINS(r);INS(r);
maskine;maskinerne;maskiINS(n)INS(er)ne;INS(n),INS(er);
budskab;budskabs;budskabINS(s);INS(s);
trone;trones;troneINS(s);INS(s);
strømstyrke;strømstyrker;strømstyrkeINS(r);INS(r);
vandbakkelse;vandbakkelse;vandbakkelse;;
gnist;gnisten;gnistINS(en);INS(en);
fjende;fjende;fjende;;
forurening;forureningerne;forureningINS(erne);INS(erne);
delegere;delegeres;delegereINS(s);INS(s);
nutid;nutiders;nutidINS(ers);INS(ers);
knor;knor;knor;;
datter;døtres;dDEL(a)DEL(t)INS(ø)tDEL(e)rINS(es);INS(ø),INS(es);DEL(a),DEL(t),DEL(e)
godbid;godbids;godbidINS(s);INS(s);
penneven;pennevens;pennevenINS(s);INS(s);
tåge;tåger;tågeINS(r);INS(r);
svoger;svogre;svogDEL(e)rINS(e);INS(e);DEL(e)
radiobil;radiobiler;radiobilINS(er);INS(er);
vadested;vadestederne;vadestedINS(erne);INS(erne);
kongepingvin;kongepingvinen;kongepingviINS(n)INS(e)n;INS(n),INS(e);
tæller;tællere;tællerINS(e);INS(e);
skib;skib;skib;;
semiotiker;semiotiker;semiotiker;;
ingeniør;ingeniørs;ingeniørINS(s);INS(s);
malstrøm;malstrømmes;malstrømINS(m)INS(e)INS(s);INS(m),INS(e),INS(s);
moderkage;moderkages;moderkageINS(s);INS(s);
aften;aften;aften;;
teater;teatres;teatDEL(e)rINS(es);INS(es);DEL(e)
frygte;frygt;frygtDEL(e);;DEL(e)
parentes;parentesen;parentesINS(en);INS(en);
ubåd;ubådes;ubådINS(es);INS(es);
frokost;frokosts;frokostINS(s);INS(s);
ja;jaerne;jaINS(erne);INS(erne);
indbrud;indbruddet;indbrudINS(d)INS(et);INS(d),INS(et);
ambassade;ambassades;ambassadeINS(s);INS(s);
mareridt;mareridt;mareridt;;
fritænker;fritænkere;fritænkerINS(e);INS(e);
affaldsstof;affaldsstoffer;affaldsstofINS(f)INS(e)INS(r);INS(f),INS(e),INS(r);
rygrad;rygrad;rygrad;;
pors;porsen;porsINS(en);INS(en);
viking;vikingerne;vikingINS(erne);INS(erne);
genotype;genotypes;genotypeINS(s);INS(s);
facon;faconer;faconINS(er);INS(er);
strube;strubes;strubeINS(s);INS(s);
paryk;paryk;paryk;;
behov;behovs;behovINS(s);INS(s);
punkt;punktet;punkINS(t)INS(e)t;INS(t),INS(e);
standard;standarderne;standardINS(erne);INS(erne);
hjærte;hjærterne;hjærtINS(ern)e;INS(ern);
plads;pladsers;pladINS(s)INS(er)s;INS(s),INS(er);
dyst;dyst;dyst;;
herbivor;herbivoren;herbivorINS(en);INS(en);
rabarber;rabarberen;rabarberINS(en);INS(en);
menneske;menneskes;menneskeINS(s);INS(s);
pynte;pyntende;pyntINS(en)INS(d)e;INS(en),INS(d);
skridtbeskytter;skridtbeskyttere;skridtbeskytterINS(e);INS(e);
kæderyger;kæderygers;kæderygerINS(s);INS(s);
hæle;hælede;hælINS(e)INS(d)e;INS(e),INS(d);
definere;definer;definerDEL(e);;DEL(e)
majsolie;majsoliers;majsolieINS(rs);INS(rs);
knurhår;knurhåret;knurhårINS(et);INS(et);
landskab;landskaber;landskabINS(er);INS(er);
radio;radio;radio;;
testikel;testikels;testikelINS(s);INS(s);
kildekode;kildekoder;kildekodeINS(r);INS(r);
anonymisere;anonymisere;anonymisere;;
sommerfugl;sommerfugle;sommerfuglINS(e);INS(e);
kirtel;kirtlers;kirtDEL(e)lINS(ers);INS(ers);DEL(e)
resurse;resurserne;resursINS(ern)e;INS(ern);
grindehval;grindehvale;grindehvalINS(e);INS(e);
kunstgalleri;kunstgalleriet;kunstgalleriINS(et);INS(et);
bibel;bibler;bibDEL(e)lINS(er);INS(er);DEL(e)
jordskælv;jordskælvene;jordskælvINS(ene);INS(ene);
viking;vikings;vikingINS(s);INS(s);
evighed;evigheds;evighedINS(s);INS(s);
bøsse;bøsses;bøsseINS(s);INS(s);
sorteringsmaskine;sorteringsmaskines;sorteringsmaskineINS(s);INS(s);
betaling;betalings;betalingINS(s);INS(s);
tortur;torturen;torturINS(en);INS(en);
skede;skedes;skedeINS(s);INS(s);
grunde;grundet;grundeINS(t);INS(t);
besked;beskeders;beskedINS(ers);INS(ers);
sætning;sætnings;sætningINS(s);INS(s);
knob;knob;knob;;
butik;butikkerne;butikINS(k)INS(e)INS(r)INS(n)INS(e);INS(k),INS(e),INS(r),INS(n),INS(e);
fedtsyl;fedtsylerne;fedtsylINS(erne);INS(erne);
eventyrer;eventyrerne;eventyrerINS(n)INS(e);INS(n),INS(e);
violin;violins;violinINS(s);INS(s);
vektorprodukt;vektorprodukter;vektorproduktINS(er);INS(er);
hjemmeside;hjemmesides;hjemmesideINS(s);INS(s);
kategori;kategorierne;kategoriINS(erne);INS(erne);
ydmygelse;ydmygelse;ydmygelse;;
quinde;quinderne;quindINS(ern)e;INS(ern);
udstyre;udstyr;udstyrDEL(e);;DEL(e)
skræl;skræls;skrælINS(s);INS(s);
ansøgning;ansøgning;ansøgning;;
roma;romas;romaINS(s);INS(s);
lønforhøjelse;lønforhøjelserne;lønforhøjelsINS(ern)e;INS(ern);
revers;reversers;revINS(ers)ers;INS(ers);
teori;teorierne;teoriINS(erne);INS(erne);
sæl;sælers;sælINS(ers);INS(ers);
harpun;harpuner;harpunINS(er);INS(er);
anledning;anlednings;anledningINS(s);INS(s);
diæt;diæten;diætINS(en);INS(en);
album;albummet;albumINS(m)INS(et);INS(m),INS(et);
muddergrøft;muddergrøfters;muddergrøftINS(ers);INS(ers);
myndighedsrepræsentant;myndighedsrepræsentanterne;myndighedsrepræsentantINS(erne);INS(erne);
slagsmål;slagsmål;slagsmål;;
djævel;djævel;djævel;;
laps;lapsene;lapsINS(ene);INS(ene);
skuffelse;skuffelse;skuffelse;;
snebold;snebolds;sneboldINS(s);INS(s);
bogklub;bogklubben;bogklubINS(b)INS(e)INS(n);INS(b),INS(e),INS(n);
prosadigt;prosadigte;prosadigtINS(e);INS(e);
standard;standarder;standardINS(er);INS(er);
henvendelse;henvendelsen;henvendelseINS(n);INS(n);
weekend;weekenders;weekendINS(ers);INS(ers);
recept;recepters;receptINS(ers);INS(ers);
biprodukt;biprodukts;biproduktINS(s);INS(s);
trampolin;trampoliners;trampolinINS(ers);INS(ers);
forglemmigej;forglemmigejer;forglemmigejINS(er);INS(er);
redoxreaktion;redoxreaktionen;redoxreaktioINS(n)INS(e)n;INS(n),INS(e);
indbygger;indbyggere;indbyggerINS(e);INS(e);
cirkel;cirklen;cirkDEL(e)lINS(en);INS(en);DEL(e)
flakon;flakoners;flakonINS(ers);INS(ers);
postbud;postbuddet;postbudINS(d)INS(et);INS(d),INS(et);
konsekvens;konsekvens;konsekvens;;
alkoholiker;alkoholikeres;alkoholikerINS(es);INS(es);
bedemand;bedemændene;bedemDEL(a)INS(æ)ndINS(ene);INS(æ),INS(ene);DEL(a)
tagetage;tage;DEL(t)DEL(a)DEL(g)DEL(e)tage;;DEL(t),DEL(a),DEL(g),DEL(e)
kryster;krystere;krysterINS(e);INS(e);
mellemnavn;mellemnavnene;mellemnavnINS(ene);INS(ene);
armhule;armhules;armhuleINS(s);INS(s);
moderkage;moderkagers;moderkageINS(rs);INS(rs);
angstskrig;angstskrigene;angstskrigINS(ene);INS(ene);
undulat;undulater;undulatINS(er);INS(er);
smørelse;smørelses;smørelseINS(s);INS(s);
hvirveldyr;hvirveldyrs;hvirveldyrINS(s);INS(s);
halvtredser;halvtredsers;halvtredserINS(s);INS(s);
tortere;torter;torterDEL(e);;DEL(e)
mobning;mobning;mobning;;
islom;isloms;islomINS(s);INS(s);
græskar;græskar;græskar;;
harve;harves;harveINS(s);INS(s);
varulv;varulves;varulvINS(es);INS(es);
kalkun;kalkuns;kalkunINS(s);INS(s);
mellemnavn;mellemnavne;mellemnavnINS(e);INS(e);
kaution;kautions;kautionINS(s);INS(s);
adamsæble;adamsæblerne;adamsæblINS(ern)e;INS(ern);
eksemplar;eksemplar;eksemplar;;
musikpædagogik;musikpædagogiks;musikpædagogikINS(s);INS(s);
skyllemiddel;skyllemiddels;skyllemiddelINS(s);INS(s);
kænguru;kænguru;kænguru;;
krog;kroge;krogINS(e);INS(e);
brøk;brøks;brøkINS(s);INS(s);
høstak;høstakke;høstakINS(k)INS(e);INS(k),INS(e);
møde;møders;mødeINS(rs);INS(rs);
tandbørste;tandbørsten;tandbørsteINS(n);INS(n);
tyrker;tyrkere;tyrkerINS(e);INS(e);
annihilere;annihileres;annihilereINS(s);INS(s);
svane;svanen;svaneINS(n);INS(n);
stådreng;stådrengene;stådrengINS(ene);INS(ene);
botanik;botaniks;botanikINS(s);INS(s);
skærf;skærfene;skærfINS(ene);INS(ene);
nidstirre;nidstirrende;nidstirrINS(en)INS(d)e;INS(en),INS(d);
spændingsforskel;spændingsforskels;spændingsforskelINS(s);INS(s);
afstand;afstands;afstandINS(s);INS(s);
hare;hares;hareINS(s);INS(s);
remoulade;remouladers;remouladeINS(rs);INS(rs);
bombardement;bombardementer;bombardementINS(er);INS(er);
kaktus;kaktussen;kaktusINS(s)INS(e)INS(n);INS(s),INS(e),INS(n);
vinkelhalveringslinje;vinkelhalveringslinjer;vinkelhalveringslinjeINS(r);INS(r);
mandag;mandags;mandagINS(s);INS(s);
skib;skibene;skibINS(ene);INS(ene);
onsdag;onsdag;onsdag;;
citat;citatet;citaINS(t)INS(e)t;INS(t),INS(e);
