Source;Target;Combined;Inserts;Deletes;Grammar
harjutama;ei olnud harjutatudp;INS(e)INS(i)INS( )INS(o)INS(l)INS(n)INS(u)INS(d)INS( )harjutDEL(am)aINS(t)INS(udp);INS(e),INS(i),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d),INS( ),INS(t),INS(udp);DEL(am);V,PASS,PST,PRF,NEG,IND
töö;tööna;tööINS(n)INS(a);INS(n),INS(a);;N,FRML,SG
kange;kangeteks;kangeINS(t)INS(e)INS(k)INS(s);INS(t),INS(e),INS(k),INS(s);;N,TRANS,PL
harjama;ärgu harjaku;INS(ä)INS(r)INS(g)INS(u)INS( )harjDEL(am)aINS(k)INS(u);INS(ä),INS(r),INS(g),INS(u),INS( ),INS(k),INS(u);DEL(am);V,ACT,PRS,NEG,IMP,3,PL
hukkama;hukkasid;hukkDEL(am)aINS(sid);INS(sid);DEL(am);V,ACT,PST,POS,IND,3,PL
ühendama;olin ühendanud;INS(o)INS(l)INS(i)INS(n)INS( )ühendDEL(am)aINS(nud);INS(o),INS(l),INS(i),INS(n),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,1,SG
hirmuma;oleksin hirmunud;INS(o)INS(l)INS(e)INS(k)INS(s)INS(i)INS(n)INS( )hirmuDEL(ma)INS(nud);INS(o),INS(l),INS(e),INS(k),INS(s),INS(i),INS(n),INS( ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND
kippuma;kipuksid;kiDEL(p)puDEL(ma)INS(k)INS(s)INS(i)INS(d);INS(k),INS(s),INS(i),INS(d);DEL(p),DEL(ma);V,ACT,PRS,POS,COND,3,PL
polüester;polüestriteni;polüestDEL(e)rINS(i)INS(t)INS(e)INS(n)INS(i);INS(i),INS(t),INS(e),INS(n),INS(i);DEL(e);N,TERM,PL
kirjutama;ärgu kirjutagu;INS(ä)INS(r)INS(g)INS(u)INS( )kirjutDEL(am)aINS(g)INS(u);INS(ä),INS(r),INS(g),INS(u),INS( ),INS(g),INS(u);DEL(am);V,ACT,PRS,NEG,IMP,3,PL
idee;ideedest;ideeINS(d)INS(e)INS(s)INS(t);INS(d),INS(e),INS(s),INS(t);;N,IN+ABL,PL
laulma;lauldud;laulDEL(ma)INS(d)INS(u)INS(d);INS(d),INS(u),INS(d);DEL(ma);V.PTCP,PASS,PST
sõitma;ei ole sõitnudp;INS(e)INS(i)INS( )INS(o)INS(l)INS(e)INS( )sõitDEL(ma)INS(nudp);INS(e),INS(i),INS( ),INS(o),INS(l),INS(e),INS( ),INS(nudp);DEL(ma);V,ACT,PST,NEG,IND
kaotama;olen kaotanud;INS(o)INS(l)INS(e)INS(n)INS( )kaotDEL(am)aINS(nud);INS(o),INS(l),INS(e),INS(n),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,1,SG
süli;süled;sülDEL(i)INS(e)INS(d);INS(e),INS(d);DEL(i);N,NOM,PL
vaidlema;vaidlesid;vaidleDEL(ma)INS(sid);INS(sid);DEL(ma);V,ACT,PST,POS,IND,3,PL
nimetav;nimetavatele;nimetavINS(a)INS(t)INS(e)INS(l)INS(e);INS(a),INS(t),INS(e),INS(l),INS(e);;N,AT+ALL,PL
jaatav;jaatav;jaatav;;;N,NOM,SG
kõndima;on kõnnitud;INS(o)INS(n)INS( )kõnINS(n)INS(i)INS(t)INS(u)dDEL(i)DEL(ma);INS(o),INS(n),INS( ),INS(n),INS(i),INS(t),INS(u);DEL(i),DEL(ma);V,PASS,PRS,PRF,POS,IND
bussipeatus;bussipeatusteta;bussipeatusINS(t)INS(e)INS(t)INS(a);INS(t),INS(e),INS(t),INS(a);;N,PRIV,PL
masturbeerima;masturbeerisin;masturbeeriDEL(ma)INS(s)INS(i)INS(n);INS(s),INS(i),INS(n);DEL(ma);V,ACT,PST,POS,IND,1,SG
avama;oleksime avanud;INS(o)INS(l)INS(e)INS(k)INS(s)INS(i)INS(m)INS(e)INS( )avDEL(am)aINS(nud);INS(o),INS(l),INS(e),INS(k),INS(s),INS(i),INS(m),INS(e),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,1,PL
maantee;maanteeks;maanteeINS(ks);INS(ks);;N,TRANS,SG
jalanõu;jalanõudelt;jalanõuINS(d)INS(e)INS(l)INS(t);INS(d),INS(e),INS(l),INS(t);;N,AT+ABL,PL
leidma;ärgem leidkem;INS(ä)INS(r)INS(g)INS(e)INS(m)INS( )leidINS(k)INS(e)mDEL(a);INS(ä),INS(r),INS(g),INS(e),INS(m),INS( ),INS(k),INS(e);DEL(a);V,ACT,PRS,NEG,IMP,1,PL
kaksik;kaksikute;kaksikINS(u)INS(t)INS(e);INS(u),INS(t),INS(e);;N,GEN,PL
statistika;statistikal;statistikaINS(l);INS(l);;N,AT+ESS,SG
lahkuma;ei oleks lahkunudp;INS(e)INS(i)INS( )INS(o)INS(l)INS(e)INS(k)INS(s)INS( )lahkuDEL(ma)INS(nudp);INS(e),INS(i),INS( ),INS(o),INS(l),INS(e),INS(k),INS(s),INS( ),INS(nudp);DEL(ma);V,ACT,PRS,PRF,NEG,COND
töö;töö;töö;;;N,NOM,SG
kaaries;kaariestele;kaariesINS(t)INS(e)INS(l)INS(e);INS(t),INS(e),INS(l),INS(e);;N,AT+ALL,PL
sõltuvus;sõltuvusteks;sõltuvuINS(s)INS(t)INS(e)INS(k)s;INS(s),INS(t),INS(e),INS(k);;N,TRANS,PL
pubi;pubi;pubi;;;N,GEN,SG
gallium;galliumdel;galliumINS(d)INS(e)INS(l);INS(d),INS(e),INS(l);;N,AT+ESS,PL
helistama;ärgu olgu helistanud;INS(ä)INS(r)INS(g)INS(u)INS( )INS(o)INS(l)INS(g)INS(u)INS( )helistDEL(am)aINS(nud);INS(ä),INS(r),INS(g),INS(u),INS( ),INS(o),INS(l),INS(g),INS(u),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,NEG,IMP,SG
kuulma;kuuldi;kuulDEL(ma)INS(d)INS(i);INS(d),INS(i);DEL(ma);V,PASS,PST,POS,IND
skorpion;skorpiondeni;skorpionINS(d)INS(e)INS(n)INS(i);INS(d),INS(e),INS(n),INS(i);;N,TERM,PL
hoiduma;hoidun;hoiduDEL(ma)INS(n);INS(n);DEL(ma);V,ACT,PRS,POS,IND,1,SG
ostma;ostsite;ostDEL(ma)INS(s)INS(i)INS(t)INS(e);INS(s),INS(i),INS(t),INS(e);DEL(ma);V,ACT,PST,POS,IND,2,PL
armuma;olin armunud;INS(o)INS(l)INS(i)INS(n)INS( )armuDEL(ma)INS(nud);INS(o),INS(l),INS(i),INS(n),INS( ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,SG
loendama;loendavad;loendaDEL(m)INS(v)aINS(d);INS(v),INS(d);DEL(m);V,ACT,PRS,POS,IND,3,PL
karihiir;karihiirtel;karihiirINS(t)INS(e)INS(l);INS(t),INS(e),INS(l);;N,AT+ESS,PL
antimon;antimoni;antimonINS(i);INS(i);;N,GEN,SG
nutma;ei nuteta;INS(ei )nuINS(t)INS(e)tDEL(m)a;INS(ei ),INS(t),INS(e);DEL(m);V,PASS,PRS,NEG,IND
aabe;aabe;aabe;;;N,NOM,SG
vahvel;vahvliteks;vahvDEL(e)lINS(i)INS(t)INS(e)INS(k)INS(s);INS(i),INS(t),INS(e),INS(k),INS(s);DEL(e);N,TRANS,PL
maantee;maanteedeks;maanteeINS(d)INS(e)INS(k)INS(s);INS(d),INS(e),INS(k),INS(s);;N,TRANS,PL
kolonel;koloneliks;kolonelINS(i)INS(k)INS(s);INS(i),INS(k),INS(s);;N,TRANS,SG
muutus;muutuste;muutusINS(t)INS(e);INS(t),INS(e);;N,GEN,PL
magneesium;magneesiumi;magneesiumINS(i);INS(i);;N,GEN,SG
mõrsja;mõrsjana;mõrsjINS(a)INS(n)a;INS(a),INS(n);;N,FRML,SG
vaba;vabadeta;vabINS(a)INS(d)INS(e)INS(t)a;INS(a),INS(d),INS(e),INS(t);;N,PRIV,PL
mõistma;ei mõistetud;INS(ei )mõistDEL(ma)INS(e)INS(t)INS(u)INS(d);INS(ei ),INS(e),INS(t),INS(u),INS(d);DEL(ma);V,PASS,PST,NEG,IND
õppima;õppisite;õppiDEL(ma)INS(s)INS(i)INS(t)INS(e);INS(s),INS(i),INS(t),INS(e);DEL(ma);V,ACT,PST,POS,IND,2,PL
korjama;olete korjanud;INS(o)INS(l)INS(e)INS(t)INS(e)INS( )korjDEL(am)aINS(nud);INS(o),INS(l),INS(e),INS(t),INS(e),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,2,PL
langema;langesid;langeDEL(ma)INS(sid);INS(sid);DEL(ma);V,ACT,PST,POS,IND,3,PL
kaelakee;kaelakee;kaelakee;;;N,ACC,SG
kobisema;kobised;kobiseDEL(ma)INS(d);INS(d);DEL(ma);V,ACT,PRS,POS,IND,2,SG
nutma;nutetav;nuINS(t)INS(e)tDEL(m)aINS(v);INS(t),INS(e),INS(v);DEL(m);V.PTCP,PASS,PRS
vaidlema;ei oleks vaielnudp;INS(e)INS(i)INS( )INS(o)INS(l)INS(e)INS(k)INS(s)INS( )vaiINS(e)INS(l)INS(n)INS(u)dDEL(l)DEL(ema)INS(p);INS(e),INS(i),INS( ),INS(o),INS(l),INS(e),INS(k),INS(s),INS( ),INS(e),INS(l),INS(n),INS(u),INS(p);DEL(l),DEL(ema);V,ACT,PRS,PRF,NEG,COND
lavastaja;lavastajatena;lavastajINS(a)INS(t)INS(e)INS(n)a;INS(a),INS(t),INS(e),INS(n);;N,FRML,PL
hakkama;ei olevat hakatudp;INS(e)INS(i)INS( )INS(o)INS(l)INS(e)INS(v)INS(a)INS(t)INS( )hakDEL(k)DEL(am)aINS(t)INS(udp);INS(e),INS(i),INS( ),INS(o),INS(l),INS(e),INS(v),INS(a),INS(t),INS( ),INS(t),INS(udp);DEL(k),DEL(am);V,PASS,PRS,PRF,NEG,QUOT
berkeelium;berkeeliumita;berkeeliumINS(i)INS(t)INS(a);INS(i),INS(t),INS(a);;N,PRIV,SG
õhufilter;õhufiltrilt;õhufiltDEL(e)rINS(i)INS(l)INS(t);INS(i),INS(l),INS(t);DEL(e);N,AT+ABL,SG
rahvastikuteadus;rahvastikuteadustes;rahvastikuteaduINS(s)INS(t)INS(e)s;INS(s),INS(t),INS(e);;N,IN+ESS,PL
plii;pliilt;pliiINS(l)INS(t);INS(l),INS(t);;N,AT+ABL,SG
öökima;öökisime;öökINS(i)INS(s)imDEL(a)INS(e);INS(i),INS(s),INS(e);DEL(a);V,ACT,PST,POS,IND,1,PL
punker;punkrilt;punkDEL(e)rINS(i)INS(l)INS(t);INS(i),INS(l),INS(t);DEL(e);N,AT+ABL,SG
katma;oleks katetud;INS(o)INS(l)INS(e)INS(k)INS(s)INS( )katDEL(ma)INS(e)INS(t)INS(u)INS(d);INS(o),INS(l),INS(e),INS(k),INS(s),INS( ),INS(e),INS(t),INS(u),INS(d);DEL(ma);V,PASS,PRS,PRF,POS,COND
selgitama;ei ole selgitatudp;INS(e)INS(i)INS( )INS(o)INS(l)INS(e)INS( )selgitDEL(am)aINS(t)INS(udp);INS(e),INS(i),INS( ),INS(o),INS(l),INS(e),INS( ),INS(t),INS(udp);DEL(am);V,PASS,PRS,PRF,NEG,IND
sadama;olite sadanud;INS(o)INS(l)INS(i)INS(t)INS(e)INS( )sadDEL(am)aINS(nud);INS(o),INS(l),INS(i),INS(t),INS(e),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,2,PL
masturbeerima;olgu masturbeerinud;INS(olgu )masturbeeriDEL(ma)INS(nud);INS(olgu ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IMP,SG
sügis;sügises;sügiINS(s)INS(e)s;INS(s),INS(e);;N,IN+ESS,SG
jääma;olite jäänud;INS(o)INS(l)INS(i)INS(t)INS(e)INS( )jääDEL(ma)INS(nud);INS(o),INS(l),INS(i),INS(t),INS(e),INS( ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,2,PL
olev;olevatest;olevINS(a)INS(t)INS(e)INS(s)INS(t);INS(a),INS(t),INS(e),INS(s),INS(t);;N,IN+ABL,PL
venelane;venelaste;venelaDEL(n)INS(s)INS(t)e;INS(s),INS(t);DEL(n);N,GEN,PL
holmium;holmiumdesse;holmiumINS(d)INS(e)INS(s)INS(s)INS(e);INS(d),INS(e),INS(s),INS(s),INS(e);;N,IN+ALL,PL
kustutama;kustutage;kustutDEL(am)aINS(g)INS(e);INS(g),INS(e);DEL(am);V,ACT,PRS,POS,IMP,2,PL
kiiruluu;kiiruluuga;kiiruluuINS(g)INS(a);INS(g),INS(a);;N,COM,SG
avama;on avanud;INS(o)INS(n)INS( )avDEL(am)aINS(nud);INS(o),INS(n),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,3,PL
majandus;majandustele;majandusINS(t)INS(e)INS(l)INS(e);INS(t),INS(e),INS(l),INS(e);;N,AT+ALL,PL
kaalikas;kaalikatel;kaalikaDEL(s)INS(t)INS(e)INS(l);INS(t),INS(e),INS(l);DEL(s);N,AT+ESS,PL
vaikima;vaikiks;vaikiDEL(ma)INS(ks);INS(ks);DEL(ma);V,ACT,PRS,POS,COND,3,SG
rahvas;rahval;rahvaDEL(s)INS(l);INS(l);DEL(s);N,AT+ESS,SG
niisutama;niisutasid;niisutDEL(am)aINS(sid);INS(sid);DEL(am);V,ACT,PST,POS,IND,3,PL
hallitama;hallitatud;hallitDEL(am)aINS(tud);INS(tud);DEL(am);V.PTCP,PASS,PST
nülgima;nülid;nülDEL(g)iDEL(ma)INS(d);INS(d);DEL(g),DEL(ma);V,ACT,PRS,POS,IND,2,SG
rebane;rebastelt;rebaDEL(n)INS(s)INS(t)eINS(l)INS(t);INS(s),INS(t),INS(l),INS(t);DEL(n);N,AT+ABL,PL
nobeelium;nobeeliumid;nobeeliumINS(i)INS(d);INS(i),INS(d);;N,ACC,PL
veenma;ei veendavat;INS(ei )veenDEL(m)INS(d)INS(a)INS(v)aINS(t);INS(ei ),INS(d),INS(a),INS(v),INS(t);DEL(m);V,PASS,PRS,NEG,QUOT
ajama;ajasid;ajDEL(am)aINS(sid);INS(sid);DEL(am);V,ACT,PST,POS,IND,3,PL
voolik;voolikut;voolikINS(u)INS(t);INS(u),INS(t);;N,PRT,SG
dubnium;dubniumil;dubniumINS(i)INS(l);INS(i),INS(l);;N,AT+ESS,SG
kaltsium;kaltsiumdes;kaltsiumINS(d)INS(e)INS(s);INS(d),INS(e),INS(s);;N,IN+ESS,PL
ajama;olin ajanud;INS(o)INS(l)INS(i)INS(n)INS( )ajDEL(am)aINS(nud);INS(o),INS(l),INS(i),INS(n),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,1,SG
mõla;mõladena;mõlINS(a)INS(d)INS(e)INS(n)a;INS(a),INS(d),INS(e),INS(n);;N,FRML,PL
lendama;olgu lennanud;INS(olgu )lenINS(n)INS(a)INS(n)INS(u)dDEL(a)DEL(ma);INS(olgu ),INS(n),INS(a),INS(n),INS(u);DEL(a),DEL(ma);V,ACT,PRS,PRF,POS,IMP,PL
teadus;teadustel;teadusINS(t)INS(e)INS(l);INS(t),INS(e),INS(l);;N,AT+ESS,PL
käsi;käe;käDEL(s)DEL(i)INS(e);INS(e);DEL(s),DEL(i);N,GEN,SG
heitma;oleksime heitnud;INS(o)INS(l)INS(e)INS(k)INS(s)INS(i)INS(m)INS(e)INS( )heitDEL(ma)INS(nud);INS(o),INS(l),INS(e),INS(k),INS(s),INS(i),INS(m),INS(e),INS( ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,PL
mendeleevium;mendeleeviumi;mendeleeviumINS(i);INS(i);;N,ACC,SG
sihitav;sihitavate;sihitavINS(a)INS(t)INS(e);INS(a),INS(t),INS(e);;N,GEN,PL
keel;keele;keelINS(e);INS(e);;N,ACC,SG
sööma;olen söönud;INS(o)INS(l)INS(e)INS(n)INS( )sööDEL(ma)INS(nud);INS(o),INS(l),INS(e),INS(n),INS( ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,1,SG
rääkima;ärgem rääkigem;INS(ä)INS(r)INS(g)INS(e)INS(m)INS( )rääkiINS(g)INS(e)mDEL(a);INS(ä),INS(r),INS(g),INS(e),INS(m),INS( ),INS(g),INS(e);DEL(a);V,ACT,PRS,NEG,IMP,1,PL
poloonium;polooniumdesse;polooniumINS(d)INS(e)INS(s)INS(s)INS(e);INS(d),INS(e),INS(s),INS(s),INS(e);;N,IN+ALL,PL
minema;olevat läinud;DEL(m)INS(o)INS(l)INS(e)INS(v)INS(a)INS(t)INS( )INS(l)INS(ä)inDEL(e)DEL(ma)INS(u)INS(d);INS(o),INS(l),INS(e),INS(v),INS(a),INS(t),INS( ),INS(l),INS(ä),INS(u),INS(d);DEL(m),DEL(e),DEL(ma);V,ACT,PRS,PRF,POS,QUOT
pisar;pisarate;pisarINS(a)INS(t)INS(e);INS(a),INS(t),INS(e);;N,GEN,PL
sõudma;sõuab;sõuDEL(d)DEL(m)aINS(b);INS(b);DEL(d),DEL(m);V,ACT,PRS,POS,IND,3,SG
nõges;nõgeseks;nõgeINS(s)INS(e)INS(k)s;INS(s),INS(e),INS(k);;N,TRANS,SG
hobune;hobused;hobuDEL(n)INS(s)eINS(d);INS(s),INS(d);DEL(n);N,NOM,PL
sittuma;situtagu;sitINS(u)tINS(a)INS(g)uDEL(ma);INS(u),INS(a),INS(g);DEL(ma);V,PASS,PRS,POS,IMP
sünoptik;sünoptikut;sünoptikINS(u)INS(t);INS(u),INS(t);;N,PRT,SG
lebama;ei olnud lebanudp;INS(e)INS(i)INS( )INS(o)INS(l)INS(n)INS(u)INS(d)INS( )lebDEL(am)aINS(nudp);INS(e),INS(i),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d),INS( ),INS(nudp);DEL(am);V,ACT,PST,PRF,NEG,IND
kihutama;kihutasid;kihutDEL(am)aINS(sid);INS(sid);DEL(am);V,ACT,PST,POS,IND,3,PL
neptuunium;neptuuniumis;neptuuniumINS(i)INS(s);INS(i),INS(s);;N,IN+ESS,SG
moslem;moslem;moslem;;;N,NOM,SG
pisar;pisaras;pisarINS(a)INS(s);INS(a),INS(s);;N,IN+ESS,SG
kasvaja;kasvajad;kasvajaINS(d);INS(d);;N,NOM,PL
viitsima;viitsiks;viitsiDEL(ma)INS(ks);INS(ks);DEL(ma);V,ACT,PRS,POS,COND,3,SG
armuma;ei olevat armunudp;INS(e)INS(i)INS( )INS(o)INS(l)INS(e)INS(v)INS(a)INS(t)INS( )armuDEL(ma)INS(nudp);INS(e),INS(i),INS( ),INS(o),INS(l),INS(e),INS(v),INS(a),INS(t),INS( ),INS(nudp);DEL(ma);V,ACT,PRS,PRF,NEG,QUOT
veski;veskiga;veskiINS(g)INS(a);INS(g),INS(a);;N,COM,SG
malev;malevatega;malevINS(a)INS(t)INS(e)INS(g)INS(a);INS(a),INS(t),INS(e),INS(g),INS(a);;N,COM,PL
mõte;mõtete;mõINS(t)INS(e)te;INS(t),INS(e);;N,GEN,PL
ämber;ämbrini;ämbDEL(e)rINS(i)INS(n)INS(i);INS(i),INS(n),INS(i);DEL(e);N,TERM,SG
sõnaraamat;sõnaraamatuteta;sõnaraamatINS(u)INS(t)INS(e)INS(t)INS(a);INS(u),INS(t),INS(e),INS(t),INS(a);;N,PRIV,PL
hispaanlane;hispaanlasteta;hispaanlaDEL(n)INS(s)INS(t)eINS(t)INS(a);INS(s),INS(t),INS(t),INS(a);DEL(n);N,PRIV,PL
langema;langesin;langeDEL(ma)INS(s)INS(i)INS(n);INS(s),INS(i),INS(n);DEL(ma);V,ACT,PST,POS,IND,1,SG
tõlkima;oleksite tõlkinud;INS(o)INS(l)INS(e)INS(k)INS(s)INS(i)INS(t)INS(e)INS( )tõlkiDEL(ma)INS(nud);INS(o),INS(l),INS(e),INS(k),INS(s),INS(i),INS(t),INS(e),INS( ),INS(nud);DEL(ma);V,ACT,PRS,PRF:POS,COND,2,PL
roimar;roimariteks;roimarINS(i)INS(t)INS(e)INS(k)INS(s);INS(i),INS(t),INS(e),INS(k),INS(s);;N,TRANS,PL
mõistma;mõistnud;mõistDEL(ma)INS(nud);INS(nud);DEL(ma);V.PTCP,ACT,PST
võitma;võitku;võitDEL(ma)INS(k)INS(u);INS(k),INS(u);DEL(ma);V,ACT,PRS,POS,IMP,3,PL
täitma;oled täitnud;INS(o)INS(l)INS(e)INS(d)INS( )täitDEL(ma)INS(nud);INS(o),INS(l),INS(e),INS(d),INS( ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,IND,2,SG
küsimus;küsimuses;küsimuINS(s)INS(e)s;INS(s),INS(e);;N,IN+ESS,SG
lükkama;lükkama;lükkama;;;V,NFIN
õigus;õigusena;õigusINS(e)INS(n)INS(a);INS(e),INS(n),INS(a);;N,FRML,SG
põletama;on põletanud;INS(o)INS(n)INS( )põletDEL(am)aINS(nud);INS(o),INS(n),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,3,PL
õpetama;olgu õpetatud;INS(olgu )õpetDEL(am)aINS(tud);INS(olgu ),INS(tud);DEL(am);V,PASS,PRS,PRF,POS,IMP
katma;olevat katetud;INS(o)INS(l)INS(e)INS(v)INS(a)INS(t)INS( )katDEL(ma)INS(e)INS(t)INS(u)INS(d);INS(o),INS(l),INS(e),INS(v),INS(a),INS(t),INS( ),INS(e),INS(t),INS(u),INS(d);DEL(ma);V,PASS,PRS,PRF,POS,QUOT
täitma;ei täidetavat;INS(ei )täiINS(d)INS(e)tDEL(m)aINS(v)INS(a)INS(t);INS(ei ),INS(d),INS(e),INS(v),INS(a),INS(t);DEL(m);V,PASS,PRS,NEG,QUOT
kütma;küttev;kütDEL(ma)INS(t)INS(e)INS(v);INS(t),INS(e),INS(v);DEL(ma);V.PTCP,ACT,PRS
eesel;eesel;eesel;;;N,NOM,SG
traktor;traktorina;traktorINS(i)INS(n)INS(a);INS(i),INS(n),INS(a);;N,FRML,SG
käsklus;käsklusi;käsklusINS(i);INS(i);;N,PRT,PL
tahtma;oleksime tahtnud;INS(o)INS(l)INS(e)INS(k)INS(s)INS(i)INS(m)INS(e)INS( )tahtDEL(ma)INS(nud);INS(o),INS(l),INS(e),INS(k),INS(s),INS(i),INS(m),INS(e),INS( ),INS(nud);DEL(ma);V,ACT,PRS,PRF,POS,COND,1,PL
jäätama;jäätasite;jäätDEL(am)aINS(s)INS(i)INS(t)INS(e);INS(s),INS(i),INS(t),INS(e);DEL(am);V,ACT,PST,POS,IND,2,PL
küülik;küülikule;küülikINS(u)INS(l)INS(e);INS(u),INS(l),INS(e);;N,AT+ALL,SG
jaatama;olin jaatanud;INS(o)INS(l)INS(i)INS(n)INS( )jaatDEL(am)aINS(nud);INS(o),INS(l),INS(i),INS(n),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,COND,1,SG
traktor;traktoritele;traktorINS(i)INS(t)INS(e)INS(l)INS(e);INS(i),INS(t),INS(e),INS(l),INS(e);;N,AT+ALL,PL
jätma;oli jätetud;INS(o)INS(l)INS(i)INS( )jätDEL(ma)INS(e)INS(t)INS(u)INS(d);INS(o),INS(l),INS(i),INS( ),INS(e),INS(t),INS(u),INS(d);DEL(ma);V,PASS,PST,PRF,POS,IND
andma;ei olnud andnudp;INS(e)INS(i)INS( )INS(o)INS(l)INS(n)INS(u)INS(d)INS( )andDEL(ma)INS(nudp);INS(e),INS(i),INS( ),INS(o),INS(l),INS(n),INS(u),INS(d),INS( ),INS(nudp);DEL(ma);V,ACT,PST,PRF,NEG,IND
kabe;kabeta;kabeINS(t)INS(a);INS(t),INS(a);;N,PRIV,SG
arvama;arvan;arvDEL(am)aINS(n);INS(n);DEL(am);V,ACT,PRS,POS,IND,1,SG
nägema;näeksite;näDEL(g)INS(e)INS(k)INS(s)INS(i)INS(t)eDEL(ma);INS(e),INS(k),INS(s),INS(i),INS(t);DEL(g),DEL(ma);V,ACT,PRS,POS,COND,2,PL
metsis;metsisesse;metsisINS(e)INS(s)INS(s)INS(e);INS(e),INS(s),INS(s),INS(e);;N,IN+ALL,SG
murjan;murjanis;murjanINS(i)INS(s);INS(i),INS(s);;N,IN+ESS,SG
kiiruspiirik;kiiruspiirikuid;kiiruspiirikINS(u)INS(i)INS(d);INS(u),INS(i),INS(d);;N,PRT,PL
panema;olgu pandud;INS(olgu )panDEL(e)DEL(ma)INS(d)INS(u)INS(d);INS(olgu ),INS(d),INS(u),INS(d);DEL(e),DEL(ma);V,PASS,PRS,PRF,POS,IMP
murdma;murretaks;murDEL(d)DEL(m)INS(r)INS(e)INS(t)aINS(ks);INS(r),INS(e),INS(t),INS(ks);DEL(d),DEL(m);V,PASS,PRS,POS,COND
muutus;muutusega;muutusINS(e)INS(g)INS(a);INS(e),INS(g),INS(a);;N,COM,SG
arutlema;arutleksid;arutleDEL(ma)INS(k)INS(s)INS(i)INS(d);INS(k),INS(s),INS(i),INS(d);DEL(ma);V,ACT,PRS,POS,COND,3,PL
kee;keedega;keeINS(d)INS(e)INS(g)INS(a);INS(d),INS(e),INS(g),INS(a);;N,COM,PL
ehitama;on ehitanud;INS(o)INS(n)INS( )ehitDEL(am)aINS(nud);INS(o),INS(n),INS( ),INS(nud);DEL(am);V,ACT,PRS,PRF,POS,IND,3,SG
välde;väldetesse;väldINS(e)INS(t)INS(e)INS(s)INS(s)e;INS(e),INS(t),INS(e),INS(s),INS(s);;N,IN+ALL,PL
